district_id,district_name,year,month,week,cases
Q12,Quận 12,2022,8,33,127
Q3,Quận 3,2022,8,33,18
Q4,Quận 4,2022,8,33,41
Q5,Quận 5,2022,8,33,27
Q6,Quận 6,2022,8,33,47
Q7,Quận 7,2022,8,33,82
Q8,Quận 8,2022,8,33,90
TB,Tân Bình,2022,8,33,100
TP,Tân Phú,2022,8,33,105
TD,Thủ Đức,2022,8,33,326
BC,Bình Chánh,2022,8,34,259
BT,Bình Tân,2022,8,34,180
BTH,Bình Thạnh,2022,8,34,99
CG,Cần Giờ,2022,8,34,21
CC,Củ Chi,2022,8,34,99
GV,Gò Vấp,2022,8,34,162
HM,Hóc Môn,2022,8,34,124
NB,Nhà Bè,2022,8,34,55
PN,Phú Nhuận,2022,8,34,22
Q1,Quận 1,2022,8,34,35
Q10,Quận 10,2022,8,34,28
Q11,Quận 11,2022,8,34,43
Q12,Quận 12,2022,8,34,138
Q3,Quận 3,2022,8,34,21
Q4,Quận 4,2022,8,34,39
Q5,Quận 5,2022,8,34,24
Q6,Quận 6,2022,8,34,50
Q7,Quận 7,2022,8,34,78
Q8,Quận 8,2022,8,34,94
TB,Tân Bình,2022,8,34,112
TP,Tân Phú,2022,8,34,117
TD,Thủ Đức,2022,8,34,296
BC,Bình Chánh,2022,8,35,283
BT,Bình Tân,2022,8,35,203
BTH,Bình Thạnh,2022,8,35,110
CG,Cần Giờ,2022,8,35,31
CC,Củ Chi,2022,8,35,113
GV,Gò Vấp,2022,8,35,172
HM,Hóc Môn,2022,8,35,139
NB,Nhà Bè,2022,8,35,68
PN,Phú Nhuận,2022,8,35,32
Q1,Quận 1,2022,8,35,37
Q10,Quận 10,2022,8,35,41
Q11,Quận 11,2022,8,35,46
Q12,Quận 12,2022,8,35,134
Q3,Quận 3,2022,8,35,12
Q4,Quận 4,2022,8,35,29
Q5,Quận 5,2022,8,35,35
Q6,Quận 6,2022,8,35,48
Q7,Quận 7,2022,8,35,81
Q8,Quận 8,2022,8,35,88
TB,Tân Bình,2022,8,35,103
TP,Tân Phú,2022,8,35,113
TD,Thủ Đức,2022,8,35,327
BC,Bình Chánh,2022,9,36,235
BT,Bình Tân,2022,9,36,186
BTH,Bình Thạnh,2022,9,36,122
CG,Cần Giờ,2022,9,36,22
CC,Củ Chi,2022,9,36,132
GV,Gò Vấp,2022,9,36,149
HM,Hóc Môn,2022,9,36,148
NB,Nhà Bè,2022,9,36,65
PN,Phú Nhuận,2022,9,36,28
Q1,Quận 1,2022,9,36,46
Q10,Quận 10,2022,9,36,31
Q11,Quận 11,2022,9,36,36
Q12,Quận 12,2022,9,36,145
Q3,Quận 3,2022,9,36,31
Q4,Quận 4,2022,9,36,35
Q5,Quận 5,2022,9,36,32
Q6,Quận 6,2022,9,36,50
Q7,Quận 7,2022,9,36,83
Q8,Quận 8,2022,9,36,87
TB,Tân Bình,2022,9,36,113
TP,Tân Phú,2022,9,36,109
TD,Thủ Đức,2022,9,36,322
BC,Bình Chánh,2022,9,37,259
BT,Bình Tân,2022,9,37,196
BTH,Bình Thạnh,2022,9,37,111
CG,Cần Giờ,2022,9,37,12
CC,Củ Chi,2022,9,37,137
GV,Gò Vấp,2022,9,37,165
HM,Hóc Môn,2022,9,37,143
NB,Nhà Bè,2022,9,37,54
PN,Phú Nhuận,2022,9,37,16
Q1,Quận 1,2022,9,37,33
Q10,Quận 10,2022,9,37,37
Q11,Quận 11,2022,9,37,42
Q12,Quận 12,2022,9,37,129
Q3,Quận 3,2022,9,37,29
Q4,Quận 4,2022,9,37,38
Q5,Quận 5,2022,9,37,23
Q6,Quận 6,2022,9,37,44
Q7,Quận 7,2022,9,37,68
Q8,Quận 8,2022,9,37,79
TB,Tân Bình,2022,9,37,101
TP,Tân Phú,2022,9,37,119
TD,Thủ Đức,2022,9,37,299
BC,Bình Chánh,2022,9,38,246
BT,Bình Tân,2022,9,38,186
BTH,Bình Thạnh,2022,9,38,117
CG,Cần Giờ,2022,9,38,20
CC,Củ Chi,2022,9,38,135
GV,Gò Vấp,2022,9,38,156
HM,Hóc Môn,2022,9,38,153
NB,Nhà Bè,2022,9,38,76
PN,Phú Nhuận,2022,9,38,13
Q1,Quận 1,2022,9,38,27
Q10,Quận 10,2022,9,38,43
Q11,Quận 11,2022,9,38,35
Q12,Quận 12,2022,9,38,142
Q3,Quận 3,2022,9,38,14
Q4,Quận 4,2022,9,38,19
Q5,Quận 5,2022,9,38,37
Q6,Quận 6,2022,9,38,48
Q7,Quận 7,2022,9,38,69
Q8,Quận 8,2022,9,38,102
TB,Tân Bình,2022,9,38,105
TP,Tân Phú,2022,9,38,97
TD,Thủ Đức,2022,9,38,297
BC,Bình Chánh,2022,9,39,243
BT,Bình Tân,2022,9,39,205
BTH,Bình Thạnh,2022,9,39,93
CG,Cần Giờ,2022,9,39,17
CC,Củ Chi,2022,9,39,137
GV,Gò Vấp,2022,9,39,150
HM,Hóc Môn,2022,9,39,156
NB,Nhà Bè,2022,9,39,42
PN,Phú Nhuận,2022,9,39,24
Q1,Quận 1,2022,9,39,30
Q10,Quận 10,2022,9,39,40
Q11,Quận 11,2022,9,39,38
Q12,Quận 12,2022,9,39,147
Q3,Quận 3,2022,9,39,14
Q4,Quận 4,2022,9,39,42
Q5,Quận 5,2022,9,39,23
Q6,Quận 6,2022,9,39,39
Q7,Quận 7,2022,9,39,79
Q8,Quận 8,2022,9,39,74
TB,Tân Bình,2022,9,39,97
TP,Tân Phú,2022,9,39,102
TD,Thủ Đức,2022,9,39,311
BC,Bình Chánh,2022,10,40,217
BT,Bình Tân,2022,10,40,212
BTH,Bình Thạnh,2022,10,40,96
CG,Cần Giờ,2022,10,40,17
CC,Củ Chi,2022,10,40,124
GV,Gò Vấp,2022,10,40,158
HM,Hóc Môn,2022,10,40,158
NB,Nhà Bè,2022,10,40,47
PN,Phú Nhuận,2022,10,40,27
Q1,Quận 1,2022,10,40,23
Q10,Quận 10,2022,10,40,27
Q11,Quận 11,2022,10,40,41
Q12,Quận 12,2022,10,40,137
Q3,Quận 3,2022,10,40,15
Q4,Quận 4,2022,10,40,41
Q5,Quận 5,2022,10,40,30
Q6,Quận 6,2022,10,40,55
Q7,Quận 7,2022,10,40,61
Q8,Quận 8,2022,10,40,82
TB,Tân Bình,2022,10,40,110
TP,Tân Phú,2022,10,40,84
TD,Thủ Đức,2022,10,40,285
BC,Bình Chánh,2022,10,41,250
BT,Bình Tân,2022,10,41,201
BTH,Bình Thạnh,2022,10,41,103
CG,Cần Giờ,2022,10,41,19
CC,Củ Chi,2022,10,41,118
GV,Gò Vấp,2022,10,41,137
HM,Hóc Môn,2022,10,41,143
NB,Nhà Bè,2022,10,41,43
PN,Phú Nhuận,2022,10,41,16
Q1,Quận 1,2022,10,41,29
Q10,Quận 10,2022,10,41,35
Q11,Quận 11,2022,10,41,34
Q12,Quận 12,2022,10,41,135
Q3,Quận 3,2022,10,41,24
Q4,Quận 4,2022,10,41,38
Q5,Quận 5,2022,10,41,30
Q6,Quận 6,2022,10,41,37
Q7,Quận 7,2022,10,41,62
Q8,Quận 8,2022,10,41,73
TB,Tân Bình,2022,10,41,107
TP,Tân Phú,2022,10,41,93
TD,Thủ Đức,2022,10,41,304
BC,Bình Chánh,2022,10,42,248
BT,Bình Tân,2022,10,42,200
BTH,Bình Thạnh,2022,10,42,106
CG,Cần Giờ,2022,10,42,13
CC,Củ Chi,2022,10,42,114
GV,Gò Vấp,2022,10,42,141
HM,Hóc Môn,2022,10,42,129
NB,Nhà Bè,2022,10,42,48
PN,Phú Nhuận,2022,10,42,19
Q1,Quận 1,2022,10,42,33
Q10,Quận 10,2022,10,42,35
Q11,Quận 11,2022,10,42,43
Q12,Quận 12,2022,10,42,147
Q3,Quận 3,2022,10,42,24
Q4,Quận 4,2022,10,42,25
Q5,Quận 5,2022,10,42,23
Q6,Quận 6,2022,10,42,39
Q7,Quận 7,2022,10,42,73
Q8,Quận 8,2022,10,42,90
TB,Tân Bình,2022,10,42,103
TP,Tân Phú,2022,10,42,110
TD,Thủ Đức,2022,10,42,259
BC,Bình Chánh,2022,10,43,235
BT,Bình Tân,2022,10,43,198
BTH,Bình Thạnh,2022,10,43,79
CG,Cần Giờ,2022,10,43,20
CC,Củ Chi,2022,10,43,117
GV,Gò Vấp,2022,10,43,151
HM,Hóc Môn,2022,10,43,129
NB,Nhà Bè,2022,10,43,47
PN,Phú Nhuận,2022,10,43,25
Q1,Quận 1,2022,10,43,36
Q10,Quận 10,2022,10,43,32
Q11,Quận 11,2022,10,43,37
Q12,Quận 12,2022,10,43,119
Q3,Quận 3,2022,10,43,14
Q4,Quận 4,2022,10,43,32
Q5,Quận 5,2022,10,43,37
Q6,Quận 6,2022,10,43,47
Q7,Quận 7,2022,10,43,68
Q8,Quận 8,2022,10,43,68
TB,Tân Bình,2022,10,43,95
TP,Tân Phú,2022,10,43,81
TD,Thủ Đức,2022,10,43,279
BC,Bình Chánh,2022,10,44,219
BT,Bình Tân,2022,10,44,164
BTH,Bình Thạnh,2022,10,44,86
CG,Cần Giờ,2022,10,44,12
CC,Củ Chi,2022,10,44,119
GV,Gò Vấp,2022,10,44,131
HM,Hóc Môn,2022,10,44,145
NB,Nhà Bè,2022,10,44,38
PN,Phú Nhuận,2022,10,44,14
Q1,Quận 1,2022,10,44,27
Q10,Quận 10,2022,10,44,29
Q11,Quận 11,2022,10,44,30
Q12,Quận 12,2022,10,44,122
Q3,Quận 3,2022,10,44,27
Q4,Quận 4,2022,10,44,33
Q5,Quận 5,2022,10,44,30
Q6,Quận 6,2022,10,44,43
Q7,Quận 7,2022,10,44,57
Q8,Quận 8,2022,10,44,75
TB,Tân Bình,2022,10,44,79
TP,Tân Phú,2022,10,44,89
TD,Thủ Đức,2022,10,44,249
BC,Bình Chánh,2022,11,45,219
BT,Bình Tân,2022,11,45,148
BTH,Bình Thạnh,2022,11,45,111
CG,Cần Giờ,2022,11,45,20
CC,Củ Chi,2022,11,45,108
GV,Gò Vấp,2022,11,45,131
HM,Hóc Môn,2022,11,45,124
NB,Nhà Bè,2022,11,45,53
PN,Phú Nhuận,2022,11,45,26
Q1,Quận 1,2022,11,45,27
Q10,Quận 10,2022,11,45,25
Q11,Quận 11,2022,11,45,34
Q12,Quận 12,2022,11,45,105
Q3,Quận 3,2022,11,45,17
Q4,Quận 4,2022,11,45,33
Q5,Quận 5,2022,11,45,27
Q6,Quận 6,2022,11,45,43
Q7,Quận 7,2022,11,45,57
Q8,Quận 8,2022,11,45,69
TB,Tân Bình,2022,11,45,106
TP,Tân Phú,2022,11,45,82
TD,Thủ Đức,2022,11,45,256
BC,Bình Chánh,2022,11,46,209
BT,Bình Tân,2022,11,46,160
BTH,Bình Thạnh,2022,11,46,87
CG,Cần Giờ,2022,11,46,23
CC,Củ Chi,2022,11,46,90
GV,Gò Vấp,2022,11,46,127
HM,Hóc Môn,2022,11,46,111
NB,Nhà Bè,2022,11,46,45
PN,Phú Nhuận,2022,11,46,21
Q1,Quận 1,2022,11,46,23
Q10,Quận 10,2022,11,46,30
Q11,Quận 11,2022,11,46,31
Q12,Quận 12,2022,11,46,116
Q3,Quận 3,2022,11,46,17
Q4,Quận 4,2022,11,46,23
Q5,Quận 5,2022,11,46,27
Q6,Quận 6,2022,11,46,34
Q7,Quận 7,2022,11,46,55
Q8,Quận 8,2022,11,46,70
TB,Tân Bình,2022,11,46,111
TP,Tân Phú,2022,11,46,81
TD,Thủ Đức,2022,11,46,255
BC,Bình Chánh,2022,11,47,196
BT,Bình Tân,2022,11,47,169
BTH,Bình Thạnh,2022,11,47,84
CG,Cần Giờ,2022,11,47,13
CC,Củ Chi,2022,11,47,77
GV,Gò Vấp,2022,11,47,120
HM,Hóc Môn,2022,11,47,115
NB,Nhà Bè,2022,11,47,44
PN,Phú Nhuận,2022,11,47,18
Q1,Quận 1,2022,11,47,26
Q10,Quận 10,2022,11,47,28
Q11,Quận 11,2022,11,47,29
Q12,Quận 12,2022,11,47,111
Q3,Quận 3,2022,11,47,25
Q4,Quận 4,2022,11,47,29
Q5,Quận 5,2022,11,47,16
Q6,Quận 6,2022,11,47,32
Q7,Quận 7,2022,11,47,73
Q8,Quận 8,2022,11,47,65
TB,Tân Bình,2022,11,47,86
TP,Tân Phú,2022,11,47,76
TD,Thủ Đức,2022,11,47,257
BC,Bình Chánh,2022,11,48,187
BT,Bình Tân,2022,11,48,156
BTH,Bình Thạnh,2022,11,48,92
CG,Cần Giờ,2022,11,48,12
CC,Củ Chi,2022,11,48,106
GV,Gò Vấp,2022,11,48,113
HM,Hóc Môn,2022,11,48,112
NB,Nhà Bè,2022,11,48,47
PN,Phú Nhuận,2022,11,48,20
Q1,Quận 1,2022,11,48,21
Q10,Quận 10,2022,11,48,31
Q11,Quận 11,2022,11,48,32
Q12,Quận 12,2022,11,48,102
Q3,Quận 3,2022,11,48,21
Q4,Quận 4,2022,11,48,32
Q5,Quận 5,2022,11,48,24
Q6,Quận 6,2022,11,48,42
Q7,Quận 7,2022,11,48,43
Q8,Quận 8,2022,11,48,49
TB,Tân Bình,2022,11,48,78
TP,Tân Phú,2022,11,48,75
TD,Thủ Đức,2022,11,48,237
BC,Bình Chánh,2022,12,49,157
BT,Bình Tân,2022,12,49,160
BTH,Bình Thạnh,2022,12,49,60
CG,Cần Giờ,2022,12,49,14
CC,Củ Chi,2022,12,49,83
GV,Gò Vấp,2022,12,49,107
HM,Hóc Môn,2022,12,49,99
NB,Nhà Bè,2022,12,49,36
PN,Phú Nhuận,2022,12,49,15
Q1,Quận 1,2022,12,49,23
Q10,Quận 10,2022,12,49,26
Q11,Quận 11,2022,12,49,19
Q12,Quận 12,2022,12,49,96
Q3,Quận 3,2022,12,49,18
Q4,Quận 4,2022,12,49,20
Q5,Quận 5,2022,12,49,18
Q6,Quận 6,2022,12,49,30
Q7,Quận 7,2022,12,49,56
Q8,Quận 8,2022,12,49,67
TB,Tân Bình,2022,12,49,57
TP,Tân Phú,2022,12,49,82
TD,Thủ Đức,2022,12,49,245
BC,Bình Chánh,2022,12,50,164
BT,Bình Tân,2022,12,50,137
BTH,Bình Thạnh,2022,12,50,74
CG,Cần Giờ,2022,12,50,19
CC,Củ Chi,2022,12,50,86
GV,Gò Vấp,2022,12,50,103
HM,Hóc Môn,2022,12,50,85
NB,Nhà Bè,2022,12,50,40
PN,Phú Nhuận,2022,12,50,18
Q1,Quận 1,2022,12,50,25
Q10,Quận 10,2022,12,50,35
Q11,Quận 11,2022,12,50,24
Q12,Quận 12,2022,12,50,110
Q3,Quận 3,2022,12,50,7
Q4,Quận 4,2022,12,50,38
Q5,Quận 5,2022,12,50,19
Q6,Quận 6,2022,12,50,28
Q7,Quận 7,2022,12,50,49
Q8,Quận 8,2022,12,50,65
TB,Tân Bình,2022,12,50,67
TP,Tân Phú,2022,12,50,73
TD,Thủ Đức,2022,12,50,207
BC,Bình Chánh,2022,12,51,173
BT,Bình Tân,2022,12,51,124
BTH,Bình Thạnh,2022,12,51,81
CG,Cần Giờ,2022,12,51,16
CC,Củ Chi,2022,12,51,92
GV,Gò Vấp,2022,12,51,118
HM,Hóc Môn,2022,12,51,94
NB,Nhà Bè,2022,12,51,30
PN,Phú Nhuận,2022,12,51,13
Q1,Quận 1,2022,12,51,19
Q10,Quận 10,2022,12,51,17
Q11,Quận 11,2022,12,51,27
Q12,Quận 12,2022,12,51,99
Q3,Quận 3,2022,12,51,18
Q4,Quận 4,2022,12,51,29
Q5,Quận 5,2022,12,51,14
Q6,Quận 6,2022,12,51,24
Q7,Quận 7,2022,12,51,56
Q8,Quận 8,2022,12,51,54
TB,Tân Bình,2022,12,51,83
TP,Tân Phú,2022,12,51,84
TD,Thủ Đức,2022,12,51,227
BC,Bình Chánh,2022,12,52,161
BT,Bình Tân,2022,12,52,113
BTH,Bình Thạnh,2022,12,52,66
CG,Cần Giờ,2022,12,52,17
CC,Củ Chi,2022,12,52,102
GV,Gò Vấp,2022,12,52,127
HM,Hóc Môn,2022,12,52,91
NB,Nhà Bè,2022,12,52,32
PN,Phú Nhuận,2022,12,52,17
Q1,Quận 1,2022,12,52,22
Q10,Quận 10,2022,12,52,27
Q11,Quận 11,2022,12,52,24
Q12,Quận 12,2022,12,52,88
Q3,Quận 3,2022,12,52,22
Q4,Quận 4,2022,12,52,24
Q5,Quận 5,2022,12,52,22
Q6,Quận 6,2022,12,52,24
Q7,Quận 7,2022,12,52,51
Q8,Quận 8,2022,12,52,56
TB,Tân Bình,2022,12,52,71
TP,Tân Phú,2022,12,52,54
TD,Thủ Đức,2022,12,52,222
BC,Bình Chánh,2023,1,1,185
BT,Bình Tân,2023,1,1,120
BTH,Bình Thạnh,2023,1,1,79
CG,Cần Giờ,2023,1,1,20
CC,Củ Chi,2023,1,1,117
GV,Gò Vấp,2023,1,1,114
HM,Hóc Môn,2023,1,1,104
NB,Nhà Bè,2023,1,1,31
PN,Phú Nhuận,2023,1,1,21
Q1,Quận 1,2023,1,1,23
Q10,Quận 10,2023,1,1,21
Q11,Quận 11,2023,1,1,32
Q12,Quận 12,2023,1,1,108
Q3,Quận 3,2023,1,1,17
Q4,Quận 4,2023,1,1,36
Q5,Quận 5,2023,1,1,23
Q6,Quận 6,2023,1,1,31
Q7,Quận 7,2023,1,1,59
Q8,Quận 8,2023,1,1,60
TB,Tân Bình,2023,1,1,78
TP,Tân Phú,2023,1,1,65
TD,Thủ Đức,2023,1,1,227
BC,Bình Chánh,2023,1,2,194
BT,Bình Tân,2023,1,2,147
BTH,Bình Thạnh,2023,1,2,96
CG,Cần Giờ,2023,1,2,16
CC,Củ Chi,2023,1,2,101
GV,Gò Vấp,2023,1,2,114
HM,Hóc Môn,2023,1,2,111
NB,Nhà Bè,2023,1,2,33
PN,Phú Nhuận,2023,1,2,14
Q1,Quận 1,2023,1,2,10
Q10,Quận 10,2023,1,2,32
Q11,Quận 11,2023,1,2,41
Q12,Quận 12,2023,1,2,104
Q3,Quận 3,2023,1,2,18
Q4,Quận 4,2023,1,2,23
Q5,Quận 5,2023,1,2,28
Q6,Quận 6,2023,1,2,40
Q7,Quận 7,2023,1,2,54
Q8,Quận 8,2023,1,2,64
TB,Tân Bình,2023,1,2,75
TP,Tân Phú,2023,1,2,69
TD,Thủ Đức,2023,1,2,232
BC,Bình Chánh,2023,1,3,197
BT,Bình Tân,2023,1,3,145
BTH,Bình Thạnh,2023,1,3,89
CG,Cần Giờ,2023,1,3,11
CC,Củ Chi,2023,1,3,94
GV,Gò Vấp,2023,1,3,110
HM,Hóc Môn,2023,1,3,93
NB,Nhà Bè,2023,1,3,43
PN,Phú Nhuận,2023,1,3,31
Q1,Quận 1,2023,1,3,20
Q10,Quận 10,2023,1,3,21
Q11,Quận 11,2023,1,3,24
Q12,Quận 12,2023,1,3,114
Q3,Quận 3,2023,1,3,16
Q4,Quận 4,2023,1,3,24
Q5,Quận 5,2023,1,3,26
Q6,Quận 6,2023,1,3,32
Q7,Quận 7,2023,1,3,60
Q8,Quận 8,2023,1,3,64
TB,Tân Bình,2023,1,3,64
TP,Tân Phú,2023,1,3,83
TD,Thủ Đức,2023,1,3,245
BC,Bình Chánh,2023,1,4,215
BT,Bình Tân,2023,1,4,142
BTH,Bình Thạnh,2023,1,4,76
CG,Cần Giờ,2023,1,4,19
CC,Củ Chi,2023,1,4,93
GV,Gò Vấp,2023,1,4,108
HM,Hóc Môn,2023,1,4,118
NB,Nhà Bè,2023,1,4,47
PN,Phú Nhuận,2023,1,4,25
Q1,Quận 1,2023,1,4,20
Q10,Quận 10,2023,1,4,20
Q11,Quận 11,2023,1,4,36
Q12,Quận 12,2023,1,4,114
Q3,Quận 3,2023,1,4,26
Q4,Quận 4,2023,1,4,25
Q5,Quận 5,2023,1,4,20
Q6,Quận 6,2023,1,4,42
Q7,Quận 7,2023,1,4,53
Q8,Quận 8,2023,1,4,67
TB,Tân Bình,2023,1,4,60
TP,Tân Phú,2023,1,4,83
TD,Thủ Đức,2023,1,4,216
BC,Bình Chánh,2023,1,5,186
BT,Bình Tân,2023,1,5,135
BTH,Bình Thạnh,2023,1,5,71
CG,Cần Giờ,2023,1,5,13
CC,Củ Chi,2023,1,5,98
GV,Gò Vấp,2023,1,5,104
HM,Hóc Môn,2023,1,5,109
NB,Nhà Bè,2023,1,5,53
PN,Phú Nhuận,2023,1,5,20
Q1,Quận 1,2023,1,5,24
Q10,Quận 10,2023,1,5,22
Q11,Quận 11,2023,1,5,31
Q12,Quận 12,2023,1,5,114
Q3,Quận 3,2023,1,5,10
Q4,Quận 4,2023,1,5,24
Q5,Quận 5,2023,1,5,24
Q6,Quận 6,2023,1,5,23
Q7,Quận 7,2023,1,5,70
Q8,Quận 8,2023,1,5,66
TB,Tân Bình,2023,1,5,71
TP,Tân Phú,2023,1,5,84
TD,Thủ Đức,2023,1,5,223
BC,Bình Chánh,2023,2,6,182
BT,Bình Tân,2023,2,6,128
BTH,Bình Thạnh,2023,2,6,69
CG,Cần Giờ,2023,2,6,18
CC,Củ Chi,2023,2,6,91
GV,Gò Vấp,2023,2,6,110
HM,Hóc Môn,2023,2,6,97
NB,Nhà Bè,2023,2,6,38
PN,Phú Nhuận,2023,2,6,19
Q1,Quận 1,2023,2,6,20
Q10,Quận 10,2023,2,6,27
Q11,Quận 11,2023,2,6,32
Q12,Quận 12,2023,2,6,99
Q3,Quận 3,2023,2,6,20
Q4,Quận 4,2023,2,6,24
Q5,Quận 5,2023,2,6,23
Q6,Quận 6,2023,2,6,48
Q7,Quận 7,2023,2,6,47
Q8,Quận 8,2023,2,6,67
TB,Tân Bình,2023,2,6,77
TP,Tân Phú,2023,2,6,80
TD,Thủ Đức,2023,2,6,231
BC,Bình Chánh,2023,2,7,182
BT,Bình Tân,2023,2,7,140
BTH,Bình Thạnh,2023,2,7,68
CG,Cần Giờ,2023,2,7,22
CC,Củ Chi,2023,2,7,87
GV,Gò Vấp,2023,2,7,121
HM,Hóc Môn,2023,2,7,110
NB,Nhà Bè,2023,2,7,46
PN,Phú Nhuận,2023,2,7,20
Q1,Quận 1,2023,2,7,19
Q10,Quận 10,2023,2,7,29
Q11,Quận 11,2023,2,7,25
Q12,Quận 12,2023,2,7,100
Q3,Quận 3,2023,2,7,9
Q4,Quận 4,2023,2,7,31
Q5,Quận 5,2023,2,7,24
Q6,Quận 6,2023,2,7,46
Q7,Quận 7,2023,2,7,48
Q8,Quận 8,2023,2,7,68
TB,Tân Bình,2023,2,7,81
TP,Tân Phú,2023,2,7,75
TD,Thủ Đức,2023,2,7,238
BC,Bình Chánh,2023,2,8,177
BT,Bình Tân,2023,2,8,172
BTH,Bình Thạnh,2023,2,8,91
CG,Cần Giờ,2023,2,8,17
CC,Củ Chi,2023,2,8,100
GV,Gò Vấp,2023,2,8,112
HM,Hóc Môn,2023,2,8,128
NB,Nhà Bè,2023,2,8,50
PN,Phú Nhuận,2023,2,8,17
Q1,Quận 1,2023,2,8,21
Q10,Quận 10,2023,2,8,15
Q11,Quận 11,2023,2,8,39
Q12,Quận 12,2023,2,8,117
Q3,Quận 3,2023,2,8,20
Q4,Quận 4,2023,2,8,21
Q5,Quận 5,2023,2,8,13
Q6,Quận 6,2023,2,8,38
Q7,Quận 7,2023,2,8,63
Q8,Quận 8,2023,2,8,51
TB,Tân Bình,2023,2,8,75
TP,Tân Phú,2023,2,8,79
TD,Thủ Đức,2023,2,8,229
BC,Bình Chánh,2023,2,9,203
BT,Bình Tân,2023,2,9,147
BTH,Bình Thạnh,2023,2,9,104
CG,Cần Giờ,2023,2,9,14
CC,Củ Chi,2023,2,9,80
GV,Gò Vấp,2023,2,9,116
HM,Hóc Môn,2023,2,9,98
NB,Nhà Bè,2023,2,9,47
PN,Phú Nhuận,2023,2,9,23
Q1,Quận 1,2023,2,9,23
Q10,Quận 10,2023,2,9,20
Q11,Quận 11,2023,2,9,24
Q12,Quận 12,2023,2,9,100
Q3,Quận 3,2023,2,9,13
Q4,Quận 4,2023,2,9,31
Q5,Quận 5,2023,2,9,22
Q6,Quận 6,2023,2,9,25
Q7,Quận 7,2023,2,9,49
Q8,Quận 8,2023,2,9,51
TB,Tân Bình,2023,2,9,82
TP,Tân Phú,2023,2,9,72
TD,Thủ Đức,2023,2,9,233
BC,Bình Chánh,2023,3,10,194
BT,Bình Tân,2023,3,10,152
BTH,Bình Thạnh,2023,3,10,85
CG,Cần Giờ,2023,3,10,18
CC,Củ Chi,2023,3,10,96
GV,Gò Vấp,2023,3,10,130
HM,Hóc Môn,2023,3,10,111
NB,Nhà Bè,2023,3,10,46
PN,Phú Nhuận,2023,3,10,16
Q1,Quận 1,2023,3,10,27
Q10,Quận 10,2023,3,10,24
Q11,Quận 11,2023,3,10,25
Q12,Quận 12,2023,3,10,107
Q3,Quận 3,2023,3,10,22
Q4,Quận 4,2023,3,10,27
Q5,Quận 5,2023,3,10,24
Q6,Quận 6,2023,3,10,31
Q7,Quận 7,2023,3,10,61
Q8,Quận 8,2023,3,10,73
TB,Tân Bình,2023,3,10,77
TP,Tân Phú,2023,3,10,78
TD,Thủ Đức,2023,3,10,258
BC,Bình Chánh,2023,3,11,190
BT,Bình Tân,2023,3,11,153
BTH,Bình Thạnh,2023,3,11,99
CG,Cần Giờ,2023,3,11,15
CC,Củ Chi,2023,3,11,126
GV,Gò Vấp,2023,3,11,122
HM,Hóc Môn,2023,3,11,107
NB,Nhà Bè,2023,3,11,45
PN,Phú Nhuận,2023,3,11,14
Q1,Quận 1,2023,3,11,22
Q10,Quận 10,2023,3,11,24
Q11,Quận 11,2023,3,11,34
Q12,Quận 12,2023,3,11,117
Q3,Quận 3,2023,3,11,14
Q4,Quận 4,2023,3,11,28
Q5,Quận 5,2023,3,11,23
Q6,Quận 6,2023,3,11,41
Q7,Quận 7,2023,3,11,63
Q8,Quận 8,2023,3,11,72
TB,Tân Bình,2023,3,11,71
TP,Tân Phú,2023,3,11,84
TD,Thủ Đức,2023,3,11,225
BC,Bình Chánh,2023,3,12,214
BT,Bình Tân,2023,3,12,179
BTH,Bình Thạnh,2023,3,12,88
CG,Cần Giờ,2023,3,12,22
CC,Củ Chi,2023,3,12,102
GV,Gò Vấp,2023,3,12,117
HM,Hóc Môn,2023,3,12,105
NB,Nhà Bè,2023,3,12,41
PN,Phú Nhuận,2023,3,12,14
Q1,Quận 1,2023,3,12,32
Q10,Quận 10,2023,3,12,21
Q11,Quận 11,2023,3,12,34
Q12,Quận 12,2023,3,12,123
Q3,Quận 3,2023,3,12,22
Q4,Quận 4,2023,3,12,32
Q5,Quận 5,2023,3,12,32
Q6,Quận 6,2023,3,12,33
Q7,Quận 7,2023,3,12,49
Q8,Quận 8,2023,3,12,58
TB,Tân Bình,2023,3,12,77
TP,Tân Phú,2023,3,12,91
TD,Thủ Đức,2023,3,12,257
BC,Bình Chánh,2023,3,13,174
BT,Bình Tân,2023,3,13,156
BTH,Bình Thạnh,2023,3,13,79
CG,Cần Giờ,2023,3,13,14
CC,Củ Chi,2023,3,13,113
GV,Gò Vấp,2023,3,13,111
HM,Hóc Môn,2023,3,13,93
NB,Nhà Bè,2023,3,13,51
PN,Phú Nhuận,2023,3,13,15
Q1,Quận 1,2023,3,13,23
Q10,Quận 10,2023,3,13,32
Q11,Quận 11,2023,3,13,28
Q12,Quận 12,2023,3,13,105
Q3,Quận 3,2023,3,13,22
Q4,Quận 4,2023,3,13,33
Q5,Quận 5,2023,3,13,28
Q6,Quận 6,2023,3,13,38
Q7,Quận 7,2023,3,13,68
Q8,Quận 8,2023,3,13,73
TB,Tân Bình,2023,3,13,91
TP,Tân Phú,2023,3,13,75
TD,Thủ Đức,2023,3,13,277
BC,Bình Chánh,2023,4,14,193
BT,Bình Tân,2023,4,14,177
BTH,Bình Thạnh,2023,4,14,91
